,Memcache,Cassandra,Tensorflow
2018-09-07T09:26:56.537020,115.8562184,383.8711733,0
2018-09-07T09:26:58.010972,117.0462395,386.0655857,0
2018-09-07T09:26:58.537016,116.8454414,390.7358724,0
2018-09-07T09:27:00.010961,117.6335644,425.4490664,0
2018-09-07T09:27:00.537025,117.8827506,420.2935047,0
2018-09-07T09:27:02.010960,116.2112949,385.4441401,0
2018-09-07T09:27:02.537017,115.686005,386.3321648,0
2018-09-07T09:27:04.010970,115.8663135,385.5158528,0
2018-09-07T09:27:04.537022,116.1606376,384.4935024,0
2018-09-07T09:27:06.010972,116.3576036,418.7767553,0
2018-09-07T09:27:06.537023,116.1629114,418.9634144,0
2018-09-07T09:27:08.010953,116.2724716,384.0844786,0
2018-09-07T09:27:08.537018,116.2847435,382.5840373,0
2018-09-07T09:27:10.010970,112.7095728,369.8980512,0
2018-09-07T09:27:10.537054,112.5974064,397.5282924,0
2018-09-07T09:27:12.010986,113.4735705,404.1155117,0
2018-09-07T09:27:12.537479,112.1463517,373.4772727,0
2018-09-07T09:27:14.010997,112.8270963,361.9087266,0
2018-09-07T09:27:14.537008,114.8613708,380.5102552,0
2018-09-07T09:27:16.010965,115.8855948,398.7332671,0
2018-09-07T09:27:16.537024,115.9027028,423.8300852,0
2018-09-07T09:27:18.010976,114.8442725,423.4481444,0
2018-09-07T09:27:18.537030,114.4620352,384.667633,0
2018-09-07T09:27:20.010967,115.2653029,382.3779622,0
2018-09-07T09:27:20.537023,115.2163963,382.6478176,0
2018-09-07T09:27:22.010966,116.0812316,386.173115,0
2018-09-07T09:27:22.537022,116.8353011,422.3567787,0
2018-09-07T09:27:24.010968,115.6507543,421.5877147,0
2018-09-07T09:27:24.537024,114.4027287,384.0931289,0
2018-09-07T09:27:26.010959,114.603104,386.2760381,0
2018-09-07T09:27:26.537021,115.155721,387.8982033,0
2018-09-07T09:27:28.010999,116.0118238,414.0283947,0
2018-09-07T09:27:28.537018,115.8820168,414.8688577,0
2018-09-07T09:27:30.010976,112.1737455,369.9052808,0
2018-09-07T09:27:30.537021,111.5619312,365.6432798,0
2018-09-07T09:27:32.010983,104.1864787,151.6643615,0
2018-09-07T09:27:32.537043,99.84735314,55.0789251,0
2018-09-07T09:27:34.011000,99.42936542,0.438027432,0
2018-09-07T09:27:34.537031,100.3467375,0.38203383,0
2018-09-07T09:27:36.011000,101.2849615,0.543452725,0
2018-09-07T09:27:36.537051,101.8651314,9.540493583,0
2018-09-07T09:27:38.010972,116.9252875,425.3698478,0
2018-09-07T09:27:38.537029,122.5088349,572.3793608,0
2018-09-07T09:27:40.010966,124.7609196,630.2366515,0
2018-09-07T09:27:40.537011,124.3597327,628.8950958,0
2018-09-07T09:27:42.010968,123.3532159,594.4913685,0
2018-09-07T09:27:42.537039,123.5296882,608.0298992,0
2018-09-07T09:27:44.010970,126.1296587,681.3192748,0
2018-09-07T09:27:44.537009,127.5105552,701.8417357,0
2018-09-07T09:27:46.010962,128.5253591,733.7821362,0
2018-09-07T09:27:46.537015,127.4782736,701.2167348,0
2018-09-07T09:27:48.010964,124.3289211,610.3444769,0
2018-09-07T09:27:48.537019,123.9601973,614.0434209,0
2018-09-07T09:27:50.010973,134.9218979,632.2130485,0
2018-09-07T09:27:50.537021,152.9401149,630.8209241,0
2018-09-07T09:27:52.010954,191.8316221,599.5469552,0
2018-09-07T09:27:52.537048,188.4570825,628.8148117,0
2018-09-07T09:27:54.010974,188.6239925,644.896983,0
2018-09-07T09:27:54.537013,191.1579716,622.7040383,0
2018-09-07T09:27:56.010977,178.9025004,665.7555924,0
2018-09-07T09:27:56.537049,173.3700899,664.9143302,0
2018-09-07T09:27:58.010965,167.5675974,636.4890371,0
2018-09-07T09:27:58.537013,167.5453304,637.3849886,0
2018-09-07T09:28:00.010962,168.2198878,667.8778337,0
2018-09-07T09:28:00.537011,168.2776451,667.8205856,0
2018-09-07T09:28:02.010963,168.0155506,641.119413,0
2018-09-07T09:28:02.537045,168.594451,671.0399275,0
2018-09-07T09:28:04.009496,168.4829591,663.6413269,0
2018-09-07T09:28:04.537022,168.4585262,634.2342648,0
2018-09-07T09:28:06.010956,169.1840331,670.4470064,0
2018-09-07T09:28:06.537017,169.0543494,670.9483824,0
2018-09-07T09:28:08.010969,168.2206657,632.8765144,0
2018-09-07T09:28:08.537012,167.8186412,646.6611733,0
2018-09-07T09:28:10.010972,166.4834668,651.0216657,0
2018-09-07T09:28:10.537005,166.4602003,633.1054222,0
2018-09-07T09:28:12.010950,166.9449902,648.0011629,0
2018-09-07T09:28:12.537022,166.2142414,644.4508924,0
2018-09-07T09:28:14.010973,167.2956804,625.3081823,0
2018-09-07T09:28:14.537011,168.4421498,632.653345,0
2018-09-07T09:28:16.010957,168.8589733,672.9048512,0
2018-09-07T09:28:16.537007,168.4947966,672.8849362,0
2018-09-07T09:28:18.010961,168.5432884,635.8001796,0
2018-09-07T09:28:18.537023,169.5035681,670.513794,0
2018-09-07T09:28:20.010998,169.6178504,677.5000565,0
2018-09-07T09:28:20.537027,168.9516085,643.0901659,0
2018-09-07T09:28:22.010960,169.3069716,674.0073022,0
2018-09-07T09:28:22.537023,169.2498072,675.096925,0
2018-09-07T09:28:24.010959,167.9298272,638.9464706,0
2018-09-07T09:28:24.537020,168.032274,653.2760041,0
2018-09-07T09:28:26.010966,168.904599,673.8377842,0
2018-09-07T09:28:26.537004,168.8619504,657.7424333,0
2018-09-07T09:28:28.010969,168.5533398,674.3099112,0
2018-09-07T09:28:28.537016,168.055154,671.5197406,0
2018-09-07T09:28:30.010964,165.6443791,612.2589598,0
2018-09-07T09:28:30.537014,165.3114387,574.6330439,0
2018-09-07T09:28:32.010948,166.4792433,651.1309472,0
2018-09-07T09:28:32.537356,166.6293938,693.4306663,0
2018-09-07T09:28:34.010958,167.401514,628.940212,0
2018-09-07T09:28:34.537010,168.698057,671.5854298,0
2018-09-07T09:28:36.010968,168.9929097,673.7287702,0
2018-09-07T09:28:36.537024,168.3682215,638.1053497,0
2018-09-07T09:28:38.010966,169.4803487,677.0950337,0
2018-09-07T09:28:38.537024,169.4083157,676.736979,0
2018-09-07T09:28:40.010966,168.8409616,637.424077,0
2018-09-07T09:28:40.537047,168.8485886,645.1131607,0
2018-09-07T09:28:42.010961,168.338394,675.4386094,0
2018-09-07T09:28:42.537018,168.4601999,669.5249364,0
2018-09-07T09:28:44.010965,168.921558,673.0815771,0
2018-09-07T09:28:44.537017,168.5756209,670.6165125,0
2018-09-07T09:28:46.011001,168.4086385,638.4151244,0
2018-09-07T09:28:46.537020,168.0413673,638.3793535,0
2018-09-07T09:28:48.010969,168.6562684,678.6239802,0
2018-09-07T09:28:48.537063,168.5432461,676.6958332,0
2018-09-07T09:28:50.010967,166.0849185,624.193689,0
2018-09-07T09:28:50.537011,167.1151686,650.7354912,0
2018-09-07T09:28:52.010981,167.3250519,648.743224,0
2018-09-07T09:28:52.537018,166.7604612,622.4025774,0
2018-09-07T09:28:54.010953,168.3253807,668.4751165,0
2018-09-07T09:28:54.537003,168.7016627,671.8357405,0
2018-09-07T09:28:56.010985,168.8027185,641.1255429,0
2018-09-07T09:28:56.537019,169.282332,669.6816541,0
2018-09-07T09:28:58.010970,169.9828579,671.5214833,0
2018-09-07T09:28:58.537019,169.5756916,643.458398,0
2018-09-07T09:29:00.010994,169.7610102,678.8555607,0
2018-09-07T09:29:00.537055,169.2963923,678.0012722,0
2018-09-07T09:29:02.010962,168.1192743,639.8332195,0
2018-09-07T09:29:02.537020,168.72042,641.3755235,0
2018-09-07T09:29:04.010959,169.4637731,681.948459,0
2018-09-07T09:29:04.537016,169.052212,681.3318211,0
2018-09-07T09:29:06.010962,168.669157,675.8971558,0
2018-09-07T09:29:06.537004,168.7749296,675.5410135,0
2018-09-07T09:29:08.010961,168.4594616,639.7177978,0
2018-09-07T09:29:08.537015,168.3018091,634.680653,0
2018-09-07T09:29:10.010972,167.2994011,655.1555647,0
2018-09-07T09:29:10.537010,166.726142,657.7650168,0
2018-09-07T09:29:12.010983,166.4449025,622.5399308,0
2018-09-07T09:29:12.537007,167.5251563,653.2757557,0
2018-09-07T09:29:14.010957,168.5641826,667.0558055,0
2018-09-07T09:29:14.537007,168.5901795,644.127103,0
2018-09-07T09:29:16.010964,169.9485387,683.9860584,0
2018-09-07T09:29:16.537013,169.7994564,678.340731,0
2018-09-07T09:29:18.010961,168.3814241,642.6690236,0
2018-09-07T09:29:18.537013,168.6456629,669.5072329,0
2018-09-07T09:29:20.011002,169.5318599,672.5499935,0
2018-09-07T09:29:20.537011,169.1065251,646.5573746,0
2018-09-07T09:29:22.010957,168.5042473,678.8407878,0
2018-09-07T09:29:22.537020,168.2636573,677.2623488,0
2018-09-07T09:29:24.010966,168.344582,641.8013467,0
2018-09-07T09:29:24.537016,168.1656595,643.1067103,0
2018-09-07T09:29:26.010958,169.261187,683.0021572,0
2018-09-07T09:29:26.537007,169.5717532,681.6978437,0
2018-09-07T09:29:28.010954,168.8196167,669.037044,0
2018-09-07T09:29:28.537017,168.8638629,673.0640554,0
2018-09-07T09:29:30.010967,166.5533572,622.411514,0
2018-09-07T09:29:30.537018,166.0077024,615.9759916,0
2018-09-07T09:29:32.010962,167.7125584,655.765021,0
2018-09-07T09:29:32.537026,167.4026968,651.42787,0
2018-09-07T09:29:34.010986,167.5389245,633.0456163,0
2018-09-07T09:29:34.536994,169.4697278,676.9824527,0
2018-09-07T09:29:36.010963,169.699229,680.3320195,0
2018-09-07T09:29:36.537022,168.829355,649.6448744,0
2018-09-07T09:29:38.010970,169.1559119,681.4569773,0
2018-09-07T09:29:38.537018,168.7451415,676.0656287,0
2018-09-07T09:29:40.010969,168.1680869,642.0857154,0
2018-09-07T09:29:40.537036,168.4600713,661.2481968,0
2018-09-07T09:29:42.010985,169.631268,676.7810908,0
2018-09-07T09:29:42.537017,169.4670691,657.5468585,0
2018-09-07T09:29:44.010957,169.4572828,678.5690269,0
2018-09-07T09:29:44.537015,169.2236933,679.2321893,0
2018-09-07T09:29:46.010962,168.1489683,642.7794561,0
2018-09-07T09:29:46.537017,168.4161069,641.2130267,0
2018-09-07T09:29:48.011008,171.4182531,735.2939805,0
2018-09-07T09:29:48.537017,172.5940981,762.1775364,0
2018-09-07T09:29:50.010960,171.5641337,749.1869893,0
2018-09-07T09:29:50.537018,170.1490021,721.1847803,0
2018-09-07T09:29:52.010958,167.4855821,639.589093,0
2018-09-07T09:29:52.537021,168.0408252,669.5191741,0
2018-09-07T09:29:54.010965,169.3646242,685.5729006,0
2018-09-07T09:29:54.537014,169.3007668,664.7722784,0
2018-09-07T09:29:56.010968,170.1705411,706.5575975,0
2018-09-07T09:29:56.537013,170.2959565,706.6586262,0
2018-09-07T09:29:58.010962,170.6452273,713.520966,0
2018-09-07T09:29:58.537030,170.4558613,716.3661015,0
2018-09-07T09:30:00.010962,169.554664,679.2120532,0
2018-09-07T09:30:00.537009,169.9620571,714.0257896,0
2018-09-07T09:30:02.010966,170.1299687,710.5093467,0
2018-09-07T09:30:02.537010,169.9438509,674.1145816,0
2018-09-07T09:30:04.010988,169.854776,713.084963,0
2018-09-07T09:30:04.537015,169.4990548,713.9716281,0
2018-09-07T09:30:06.010959,170.2690772,775.2075819,0
2018-09-07T09:30:06.537038,171.4192846,816.3769782,0
2018-09-07T09:30:08.010952,172.4193559,797.631521,0
2018-09-07T09:30:08.537012,172.2248965,816.2766535,0
2018-09-07T09:30:10.010967,171.0448404,843.7452959,0
2018-09-07T09:30:10.536997,171.2502369,819.3553736,0
2018-09-07T09:30:12.009495,171.9480013,811.3624205,0
2018-09-07T09:30:12.537015,171.2892719,796.4653499,0
2018-09-07T09:30:14.010971,172.9659762,804.4076969,0
2018-09-07T09:30:14.537008,173.933469,811.9265725,0
2018-09-07T09:30:16.010985,171.7271982,727.7053931,0
2018-09-07T09:30:16.537013,171.0495986,724.1174892,0
2018-09-07T09:30:18.010966,170.1675936,702.7041643,0
2018-09-07T09:30:18.537018,169.5468281,678.3803385,0
2018-09-07T09:30:20.010974,169.9055863,717.2249466,0
2018-09-07T09:30:20.537009,169.7822994,718.419176,0
2018-09-07T09:30:22.010963,169.738802,710.7095228,0
2018-09-07T09:30:22.537023,170.2434451,710.6231195,0
2018-09-07T09:30:24.010973,169.473976,700.0408563,0
2018-09-07T09:30:24.537045,169.4976263,709.0650392,0
2018-09-07T09:30:26.010965,169.257359,689.3079092,0
2018-09-07T09:30:26.537044,169.3857837,694.0360826,0
2018-09-07T09:30:28.010968,171.0317992,717.1579358,0
2018-09-07T09:30:28.537006,170.2034001,699.4687096,0
2018-09-07T09:30:30.010977,167.9872332,692.4687511,0
2018-09-07T09:30:30.537045,168.1999024,697.6639797,0
2018-09-07T09:30:32.010949,168.9038848,700.9936351,0
2018-09-07T09:30:32.537019,168.2616427,691.9054562,0
2018-09-07T09:30:34.010964,168.2286308,672.1928737,0
2018-09-07T09:30:34.537022,169.6950782,713.5113757,0
2018-09-07T09:30:36.010972,170.0969282,712.7526311,0
2018-09-07T09:30:36.537011,169.416573,679.448424,0
2018-09-07T09:30:38.010993,166.2999041,592.9041731,0
2018-09-07T09:30:38.537036,160.380676,413.2670464,0
2018-09-07T09:30:40.010998,146.4621875,0.430571814,0
2018-09-07T09:30:40.537046,146.3811797,0.409543827,0
2018-09-07T09:30:42.011002,147.8098462,0.836819575,0
2018-09-07T09:30:42.537052,148.1337101,0.840288584,0
2018-09-07T09:30:44.010987,153.5135431,192.9102621,0
2018-09-07T09:30:44.537032,160.1413776,416.361212,0
2018-09-07T09:30:46.010980,175.6234166,905.4883347,0
2018-09-07T09:30:46.537043,176.9152809,919.5821933,0
2018-09-07T09:30:48.010958,177.6140032,926.6279068,0
2018-09-07T09:30:48.537015,176.7235716,912.6867341,0
2018-09-07T09:30:50.010968,173.7669533,878.5291287,0
2018-09-07T09:30:50.537018,173.6700964,875.9684248,0
2018-09-07T09:30:52.010970,174.5150103,881.9477369,0
2018-09-07T09:30:52.537048,174.1131179,878.050166,0
2018-09-07T09:30:54.010961,175.1583485,903.8735208,0
2018-09-07T09:30:54.537034,175.8239862,909.7941144,0
2018-09-07T09:30:56.010987,134.620481,902.9077917,0
2018-09-07T09:30:56.537018,114.8930217,903.247907,0
2018-09-07T09:30:58.010999,100.2131403,890.64089,0
2018-09-07T09:30:58.537017,100.2711409,890.8265621,0
2018-09-07T09:31:00.010961,100.3176141,899.3263397,0
2018-09-07T09:31:00.537040,100.28868,896.73389,0
2018-09-07T09:31:02.010970,100.2282096,892.9793962,0
2018-09-07T09:31:02.537026,100.2517729,892.5558886,0
2018-09-07T09:31:04.010963,117.4597995,899.8306955,0
2018-09-07T09:31:04.537017,141.3698694,906.3495961,0
2018-09-07T09:31:06.010964,190.887157,888.9429378,0
2018-09-07T09:31:06.537036,191.0415944,889.9679845,0
2018-09-07T09:31:08.010978,190.680322,894.9765978,0
2018-09-07T09:31:08.537040,191.1722883,893.6993031,0
2018-09-07T09:31:10.011006,192.5024595,877.9758083,0
2018-09-07T09:31:10.537039,192.3508863,878.1137268,0
2018-09-07T09:31:12.010956,190.8372591,884.0070776,0
2018-09-07T09:31:12.537496,190.9092677,880.7159568,0
2018-09-07T09:31:14.010984,192.0668259,887.4828277,0
2018-09-07T09:31:14.537004,190.9043791,895.301146,0
2018-09-07T09:31:16.010979,190.0712552,892.4631053,0
2018-09-07T09:31:16.537041,189.656343,893.876411,0
2018-09-07T09:31:18.010983,188.6339464,897.6693514,0
2018-09-07T09:31:18.537009,188.8202369,901.7694624,0
2018-09-07T09:31:20.010965,189.6335574,906.669518,0
2018-09-07T09:31:20.537012,191.2275773,916.8216327,0
2018-09-07T09:31:22.010964,191.5948021,969.0720938,0
2018-09-07T09:31:22.537018,191.0221828,966.115282,0
2018-09-07T09:31:24.010951,188.6080587,937.8845486,0
2018-09-07T09:31:24.537018,188.236736,938.7877817,0
2018-09-07T09:31:26.010957,191.7536514,953.7625082,0
2018-09-07T09:31:26.537010,191.8696366,958.5262251,0
2018-09-07T09:31:28.010965,188.3160399,961.8038366,0
2018-09-07T09:31:28.537008,188.4164468,959.5351989,0
2018-09-07T09:31:30.010958,190.7341642,949.5132047,0
2018-09-07T09:31:30.537020,190.6012664,950.0495397,0
2018-09-07T09:31:32.010970,190.672241,953.6776191,0
2018-09-07T09:31:32.537556,190.4493036,948.084117,0
2018-09-07T09:31:34.010963,189.6226369,950.0644796,0
2018-09-07T09:31:34.537006,189.1919515,955.4809111,0
2018-09-07T09:31:36.010961,184.4141098,955.4125053,0
2018-09-07T09:31:36.537033,184.7059303,952.7198347,0
2018-09-07T09:31:38.010994,187.6949158,950.7684634,0
2018-09-07T09:31:38.537026,187.5459928,948.632026,0
2018-09-07T09:31:40.010996,189.7228164,949.3510047,0
2018-09-07T09:31:40.537020,189.1388297,952.0578696,0
2018-09-07T09:31:42.010958,190.2741368,955.0861428,0
2018-09-07T09:31:42.537013,192.139523,957.6090875,0
2018-09-07T09:31:44.010970,191.9153377,957.1634617,0
2018-09-07T09:31:44.537011,191.402622,957.346292,0
2018-09-07T09:31:46.010983,190.7801135,952.4954983,0
2018-09-07T09:31:46.537028,190.5160696,943.2708464,0
2018-09-07T09:31:48.010998,187.1542262,949.0466564,0
2018-09-07T09:31:48.537011,187.3576461,955.9366619,0
2018-09-07T09:31:50.010972,190.3700303,939.9678111,0
2018-09-07T09:31:50.537017,190.4666527,936.7253265,0
2018-09-07T09:31:52.010960,190.8424297,915.6016478,0
2018-09-07T09:31:52.537512,191.2838338,921.6029262,0
2018-09-07T09:31:54.010953,190.8444889,915.276977,0
2018-09-07T09:31:54.537040,189.88975,894.1217392,0
2018-09-07T09:31:56.010999,190.5557475,844.022979,0
2018-09-07T09:31:56.537031,189.9167569,851.2475955,0
2018-09-07T09:31:58.010898,188.5150884,928.4996711,0
2018-09-07T09:31:58.537018,189.765483,923.2953134,0
2018-09-07T09:32:00.010956,190.7753706,871.8037166,0
2018-09-07T09:32:00.537007,190.9120229,845.3907296,0
2018-09-07T09:32:02.010984,191.5824447,857.1470822,0
2018-09-07T09:32:02.537014,191.2750491,852.0598282,0
2018-09-07T09:32:04.010990,191.0663081,818.2155593,0
2018-09-07T09:32:04.537009,191.1661955,825.0597457,0
2018-09-07T09:32:06.010966,191.4715073,797.9405469,0
2018-09-07T09:32:06.537045,191.4679977,801.738161,0
2018-09-07T09:32:08.011004,192.6176324,814.5886458,0
2018-09-07T09:32:08.537009,192.6521418,798.8850613,0
2018-09-07T09:32:10.010973,190.6850224,798.1251377,0
2018-09-07T09:32:10.537020,190.5158136,798.325368,0
2018-09-07T09:32:12.010982,190.9010758,774.565024,0
2018-09-07T09:32:12.537528,191.5273826,790.392426,0
2018-09-07T09:32:14.010995,192.7429552,793.4093431,0
2018-09-07T09:32:14.537035,192.3373722,782.5591736,0
2018-09-07T09:32:16.010958,191.3940806,813.0976185,0
2018-09-07T09:32:16.537042,191.0634735,812.8301029,0
2018-09-07T09:32:18.010998,190.2607566,818.3870266,0
2018-09-07T09:32:18.537018,190.8292676,819.2444039,0
2018-09-07T09:32:20.010997,191.8644388,787.9960374,0
2018-09-07T09:32:20.537047,191.7220436,796.0799301,0
2018-09-07T09:32:22.010965,190.7202648,815.2347677,0
2018-09-07T09:32:22.537031,190.6389995,806.6087347,0
2018-09-07T09:32:24.010968,192.3321609,817.8199667,0
2018-09-07T09:32:24.537043,192.377897,815.27963,0
2018-09-07T09:32:26.011000,191.379844,791.1629443,0
2018-09-07T09:32:26.537011,191.1148829,815.8775915,0
2018-09-07T09:32:28.010971,191.0004191,814.1673821,0
2018-09-07T09:32:28.537041,190.9023319,786.9168151,0
2018-09-07T09:32:30.011007,191.5661533,793.4060195,0
2018-09-07T09:32:30.537016,192.3645122,792.3010969,0
2018-09-07T09:32:32.010984,191.9100492,774.5413029,0
2018-09-07T09:32:32.537472,191.0031239,791.0762259,0
2018-09-07T09:32:34.010987,191.1752765,800.0300156,0
2018-09-07T09:32:34.537028,191.2429651,787.4394525,0
2018-09-07T09:32:36.010964,190.2103355,812.870411,0
2018-09-07T09:32:36.537039,190.5953611,813.3313522,0
2018-09-07T09:32:38.010972,192.3591701,801.3409141,0
2018-09-07T09:32:38.537026,191.1549154,812.2239196,0
2018-09-07T09:32:40.010957,189.6986713,795.2470452,0
2018-09-07T09:32:40.537020,190.2923505,783.3523913,0
2018-09-07T09:32:42.010985,190.4934313,816.2015497,0
2018-09-07T09:32:42.537000,190.3034607,816.3291581,0
2018-09-07T09:32:44.010970,191.3188345,807.2811935,0
2018-09-07T09:32:44.537039,191.4492599,809.407279,0
2018-09-07T09:32:46.010987,190.9826274,783.9516478,0
2018-09-07T09:32:46.537021,190.4611264,799.7927156,0
2018-09-07T09:32:48.010989,188.9485015,892.4886083,0
2018-09-07T09:32:48.537049,190.2978282,901.6153784,0
2018-09-07T09:32:50.010995,191.5308508,850.1457815,0
2018-09-07T09:32:50.537041,190.637765,721.6810202,0
2018-09-07T09:32:52.010977,188.7500179,760.9484824,0
2018-09-07T09:32:52.536992,188.8964672,881.5031155,0
2018-09-07T09:32:54.010954,191.1130949,827.6551365,0
2018-09-07T09:32:54.537007,191.5313729,835.7283796,0
2018-09-07T09:32:56.010986,191.014493,820.6904355,0
2018-09-07T09:32:56.537034,190.5541626,822.4118514,0
2018-09-07T09:32:58.010984,189.6942199,845.1238953,0
2018-09-07T09:32:58.537051,190.3264194,829.1447919,0
2018-09-07T09:33:00.010984,191.6129503,840.5216079,0
2018-09-07T09:33:00.537016,191.4276239,843.1304175,0
2018-09-07T09:33:02.010980,192.2584906,846.3909189,0
2018-09-07T09:33:02.537015,191.8074853,844.304893,0
2018-09-07T09:33:04.010958,189.8545227,842.6294095,0
2018-09-07T09:33:04.537016,190.1708641,847.363281,0
2018-09-07T09:33:06.010952,191.6311966,827.0549629,0
2018-09-07T09:33:06.537013,191.1852562,840.7434943,0
2018-09-07T09:33:08.010951,191.1817615,841.1173114,0
2018-09-07T09:33:08.537050,191.7028223,829.9445415,0
2018-09-07T09:33:10.010992,190.8429458,827.9507254,0
2018-09-07T09:33:10.537016,190.4892686,816.6673587,0
2018-09-07T09:33:12.010974,189.8294554,830.1496868,0
2018-09-07T09:33:12.537028,189.7793713,828.1474717,0
2018-09-07T09:33:14.010967,190.0534157,847.2424221,0
2018-09-07T09:33:14.537025,190.8908795,857.2203882,0
2018-09-07T09:33:16.010967,191.9944455,841.801356,0
2018-09-07T09:33:16.537015,191.650062,847.9532597,0
2018-09-07T09:33:18.010992,190.1317146,840.5212818,0
2018-09-07T09:33:18.537014,190.2206747,852.6637193,0
2018-09-07T09:33:20.010959,191.8373367,842.6755729,0
2018-09-07T09:33:20.537044,191.9442721,829.0644382,0
2018-09-07T09:33:22.010959,192.1625559,852.732355,0
2018-09-07T09:33:22.537012,191.7803146,852.4277121,0
2018-09-07T09:33:24.010989,190.6472661,862.7691606,0
2018-09-07T09:33:24.537040,190.3316656,853.4396005,0
2018-09-07T09:33:26.010962,189.8566634,848.7278564,0
2018-09-07T09:33:26.537042,190.1392429,853.2759974,0
2018-09-07T09:33:28.010961,188.7853177,841.766142,0
2018-09-07T09:33:28.537018,188.8510605,844.5765318,0
2018-09-07T09:33:30.011000,191.4618519,811.4383231,0
2018-09-07T09:33:30.537011,191.879816,832.4523285,0
2018-09-07T09:33:32.010962,190.348391,832.9584742,0
2018-09-07T09:33:32.537486,189.9723935,813.6916274,0
2018-09-07T09:33:34.010964,190.865301,843.7023675,0
2018-09-07T09:33:34.537027,190.5278529,837.1644219,0
2018-09-07T09:33:36.010964,189.983406,849.4119973,0
2018-09-07T09:33:36.537013,190.7143358,847.9143837,0
2018-09-07T09:33:38.010969,191.6624032,848.1376377,0
2018-09-07T09:33:38.537017,189.8621661,854.6065941,0
2018-09-07T09:33:40.010996,188.1809939,848.2768736,0
2018-09-07T09:33:40.537020,190.3876774,855.1739765,0
2018-09-07T09:33:42.011000,191.5287939,839.090332,0
2018-09-07T09:33:42.537039,189.6073051,846.7560919,0
2018-09-07T09:33:44.010959,189.961085,842.545063,0
2018-09-07T09:33:44.537019,190.9213679,829.5462514,0
2018-09-07T09:33:46.010989,195.8174638,224.6590886,0
2018-09-07T09:33:46.537032,197.536239,1.29678658,0
2018-09-07T09:33:48.011000,198.983627,0.473455983,0
2018-09-07T09:33:48.537041,199.5764801,0.789565516,0
2018-09-07T09:33:50.010977,199.2976969,0.76862376,0
2018-09-07T09:33:50.537032,197.1486052,31.27544323,0
2018-09-07T09:33:52.011010,188.0721039,636.0689452,0
2018-09-07T09:33:52.537009,187.6803539,847.049971,0
2018-09-07T09:33:54.010965,190.7156737,901.1488273,0
2018-09-07T09:33:54.537044,191.4144011,896.8236141,0
2018-09-07T09:33:56.010943,188.8598061,947.7702734,0
2018-09-07T09:33:56.537018,187.343252,965.3996262,0
2018-09-07T09:33:58.010961,187.988433,966.5604359,0
2018-09-07T09:33:58.537051,189.2007114,965.5868973,0
2018-09-07T09:34:00.010996,190.4618524,956.9455161,0
2018-09-07T09:34:00.537038,190.9827835,959.6697519,0
2018-09-07T09:34:02.010957,191.6534054,961.6850483,0
2018-09-07T09:34:02.536998,190.525809,961.7202044,0
2018-09-07T09:34:04.010978,172.8696072,969.7897579,0
2018-09-07T09:34:04.537037,149.5845382,963.3842563,0
2018-09-07T09:34:06.010992,100.2619116,933.7981528,0
2018-09-07T09:34:06.537046,100.265104,933.1024798,0
2018-09-07T09:34:08.010966,100.2105438,935.7395191,0
2018-09-07T09:34:08.537018,100.0881978,933.2307435,0
2018-09-07T09:34:10.010973,100.1512366,925.0864018,0
2018-09-07T09:34:10.537005,100.2468616,923.1271166,0
2018-09-07T09:34:12.010996,100.363467,922.0078881,0
2018-09-07T09:34:12.537051,112.9760858,920.9279277,0
2018-09-07T09:34:14.010996,178.7388006,914.828688,0
2018-09-07T09:34:14.537016,190.9317525,911.8435074,0
2018-09-07T09:34:16.010957,190.8309175,911.3453926,0
2018-09-07T09:34:16.537042,188.9054811,911.2847852,0
2018-09-07T09:34:18.010969,188.737286,904.6730839,0
2018-09-07T09:34:18.537051,188.7940201,905.8462443,0
2018-09-07T09:34:20.010962,190.8059893,916.0173425,0
2018-09-07T09:34:20.537035,191.4901557,908.2193275,0
2018-09-07T09:34:22.010961,188.8493191,907.2739016,0
2018-09-07T09:34:22.537055,188.2313026,918.3944818,0
2018-09-07T09:34:24.010964,189.012894,941.4728582,0
2018-09-07T09:34:24.537039,190.4546193,951.2506384,0
2018-09-07T09:34:26.010994,190.9402157,943.161565,0
2018-09-07T09:34:26.537015,190.701922,928.3590301,0
2018-09-07T09:34:28.010964,188.9510889,932.0540765,0
2018-09-07T09:34:28.537054,188.9334507,943.6765755,0
2018-09-07T09:34:30.010993,189.6263095,937.1296846,0
2018-09-07T09:34:30.537029,189.506908,930.8635038,0
2018-09-07T09:34:32.010952,189.3899008,939.0102518,0
2018-09-07T09:34:32.537468,189.2866304,942.7124401,0
2018-09-07T09:34:34.010971,190.3860017,937.1867595,0
2018-09-07T09:34:34.537010,188.5453372,935.4883237,0
2018-09-07T09:34:36.010967,188.9693675,948.5545279,0
2018-09-07T09:34:36.537042,189.9630112,950.4913081,0
2018-09-07T09:34:38.010997,189.5129786,939.5651445,0
2018-09-07T09:34:38.537017,189.8184634,943.1350307,0
2018-09-07T09:34:40.010963,188.2081588,938.0079232,0
2018-09-07T09:34:40.537045,188.6938677,933.7975115,0
2018-09-07T09:34:42.010973,189.8399148,947.2641798,0
2018-09-07T09:34:42.537037,189.7690122,944.7208921,0
2018-09-07T09:34:44.010953,187.4594588,939.0744395,0
2018-09-07T09:34:44.537019,187.0987336,943.3056373,0
2018-09-07T09:34:46.010993,189.2851336,951.8212426,0
